ac_no,Candidate,Party,% of Votes,Total Votes,,
257,GITA DEVI,Bhartiya Kamgar Party,0.19%,"42,3",,
257,ARVIND KUMAR VISHWAKARMA,Samyak Party,0.18%,"41,3",,
257,ZIAOUL HAQUE,Independent,0.18%,"41,3",,
257,RAMESH CHANDRA,Independent,0.15%,"34,0",,
257,HIRA MANI,Independent,0.14%,"32,9",,
257,GHANSHYAM,Shiv Sena,0.12%,"26,4",,
257,RAM KAILASH,Independent,0.1%,"23,1",,
257,FAZLUR RAHMAN,Independent,0.08%,"18,0",,
257,DHARMENDRA KUMAR,Independent,0.07%,"15,6",,
258,HAKIM LAL BIND,Samajwadi Party,39.36%,"84,417",,
258,PRASHANT KUMAR SINGH RAHUL,Nirbal Indian Shoshit Hamara Aam Dal,37.71%,"80,874",,
258,NARENDRA KUMAR URF MUNNA TRIPATHI,Bahujan Samaj Party,15.8%,"33,877",,
258,GULAB CHANDRA,Jan Adhikar Party,2.03%,"43,49",,
258,LAL SAHAB,Independent,0.93%,"19,84",,
258,NOTA,None of the Above,0.91%,"19,60",,
258,REENA KUMARI BIND,Indian National Congress,0.68%,"14,53",,
258,PAWAN KUMAR TIWARI,Aam Aadmi Party,0.64%,"13,69",,
258,RAJ BAHADUR,Independent,0.49%,"10,53",,
258,AVANISH KUMAR,Akhil Bharatiya Socialist Party,0.48%,"10,28",,
258,MADAN CHANDRA,Pragatisheel Manav Samaj Party,0.47%,"10,10",,
258,SHASHANK SHEKHAR SINGH,Independent,0.3%,"64,1",,
258,RAVI DHAR TRIPATHI,Independent,0.2%,"43,6",,
259,SANDEEP SINGH,Samajwadi Party,42.12%,"78,555",,
259,NEELAM KARVARIYA,Bharatiya Janata Party,40.28%,"75,116",,
259,SARVESH CHANDRA TIWARI,Bahujan Samaj Party,12.3%,"22,933",,
259,NOTA,None of the Above,0.95%,"17,68",,
259,SHALINI DWIVEDI,Indian National Congress,0.83%,"15,53",,
259,DAYASHANKAR,Vikassheel Insaan Party,0.57%,"10,60",,
259,SHRIKANT,Pragatisheel Manav Samaj Party,0.47%,"88,4",,
259,BABALOO KUMAR,Jan Adhikar Party,0.47%,"87,5",,
259,VIVEKANAND,Bharat Vaibhav Party,0.44%,"82,4",,
259,RAMPAL,Parivartan Samaj Party,0.41%,"75,7",,
259,AWADHESH KUMAR,Aazad Samaj Party (Kanshi Ram),0.39%,"73,4",,
259,HAIDER ABBAS,Lok Janshakti Party(Ram Vilas),0.29%,"53,9",,
259,PRAVEEN KUMAR,Samyak Party,0.19%,"35,8",,
259,RAM KUMAR MISHRA,Aam Aadmi Party,0.18%,"34,2",,
259,DHIRENDRA PRATAP,Bhartiya Shakti Chetna Party,0.11%,"19,9",,
260,PIYUSH RANJAN NISHAD,Bharatiya Janata Party,44.06%,"89,527",,
260,UJJWAL RAMAN SINGH,Samajwadi Party,39.47%,"80,199",,
260,ARVIND KUMAR SHUKLA,Bahujan Samaj Party,10.8%,"21,950",,
260,RINKI PATEL,Indian National Congress,2.14%,"43,43",,
260,NOTA,None of the Above,0.93%,"18,91",,
260,VINAY KUMAR,Independent,0.45%,"91,4",,
260,PRAMOD KUMAR,Independent,0.44%,"88,8",,
260,AJEET KUMAR PATEL,Pragatisheel Samaj Party,0.38%,"76,9",,
260,ANIL KUMAR SINGH,Bahujan Mukti Party,0.37%,"75,8",,
260,RAJUPAL,Rashtriya Shoshit Samaj Party,0.29%,"59,6",,
260,JAGANNATH PATEL,Aam Aadmi Party,0.27%,"54,3",,
260,OM GURU CHARAN DAS,Sanatan Sanskriti Raksha Dal,0.24%,"47,9",,
260,DHANRAJ SINGH,Yuva Vikas Party,0.16%,"33,2",,
261,SIDHARTH NATH SINGH,Bharatiya Janata Party,53.29%,"11,8759",,
261,RICHA SINGH,Samajwadi Party,39.86%,"88,826",,
261,GULAM QADIR,Bahujan Samaj Party,3.42%,"76,26",,
261,TASLEEM UDDIN,Indian National Congress,1.03%,"22,95",,
261,NOTA,None of the Above,0.68%,"15,18",,
261,AJEET KUMAR CHAUDHARY,Peoples Party of India (Democratic),0.49%,"10,86",,
261,ADV. SUSHMITA RAGHAV,Aam Aadmi Party,0.27%,"60,1",,
261,AJAY KUMAR GUPTA,Independent,0.21%,"46,0",,
261,SAKLAIN MUSHTAK,Independent,0.17%,"37,4",,
261,KAMLESH KUMAR SINGH,Parivartan Samaj Party,0.16%,"36,0",,
261,KAMAR JAHAN,Independent,0.16%,"35,8",,
261,GANESH JI TRIPATHi,Independent,0.15%,"33,8",,
261,DILSHAD AHMAD,National Democratic Peoples Front,0.12%,"26,0",,
262,HARSHVARDHAN BAJPAI,Bharatiya Janata Party,55.07%,"96,890",,
262,SANDEEP YADAV,Samajwadi Party,23.88%,"42,007",,
262,ANUGRAH NARAIN SINGH,Indian National Congress,13.4%,"23,571",,
262,SANJAY GOSWAMI,Bahujan Samaj Party,5.46%,"96,14",,
262,SANJIV MISHRA,Aam Aadmi Party,0.71%,"12,49",,
262,NOTA,None of the Above,0.52%,"91,9",,
262,Mo. ALI,All India Majlis-E-Ittehadul Muslimeen,0.49%,"86,0",,
262,RATAN SRIVASTAVA,Rashtravadi Vikas Party,0.2%,"35,7",,
262,RAJEEV KUMAR PANDEY,Akhil Bharatiya Socialist Party,0.15%,"25,9",,
262,ANIL,Independent,0.12%,"21,5",,
263,"NAND GOPAL GUPTA ""NANDI""",Bharatiya Janata Party,54.14%,"97,864",,
263,RAISH CHANDRA SHUKLA,Samajwadi Party,39.66%,"71,682",,
263,DEVENDRA MISHRA NAGRAHA,Bahujan Samaj Party,2.33%,"42,08",,
263,ALPANA NISHAD,Indian National Congress,1.16%,"20,98",,
263,MOHAMMAD FARHAN,All India Majlis-E-Ittehadul Muslimeen,0.85%,"15,33",,
263,ALTAF AHMAD,Aam Aadmi Party,0.62%,"11,15",,
263,NOTA,None of the Above,0.46%,"83,1",,
263,NAMAN JEET SINGH,Jansatta Dal Loktantrik,0.15%,"27,0",,
263,GOPAL SWAROOP JOSHI,Independent,0.14%,"25,4",,
263,TARUN SRIVASTAVA,Independent,0.14%,"25,4",,
263,KAMALA KANT,Independent,0.12%,"21,4",,
263,SANTOSH PAL,Bhartiya Shakti Chetna Party,0.1%,"18,3",,
263,KAMALA PRASAD,Ambedkar Yug Party,0.07%,"12,9",,
263,KAILASH CHANDRA KESARWANI,Samyak Party,0.06%,"11,0",,
264,VACHASPATI,Apna Dal (Soneylal),43.49%,"89,203",,
264,AJAY,Samajwadi Party,37.38%,"76,679",,
264,DR AJAY KUMAR,Bahujan Samaj Party,11.08%,"22,719",,
264,MANJU SANT,Indian National Congress,1.68%,"34,43",,
264,NOTA,None of the Above,1.33%,"27,31",,
264,Ram Kumar Vidyarthi,Peoples Party of India (Democratic),1.26%,"25,75",,
264,AJEET BHASKAR,Independent,0.81%,"16,62",,
264,AYODHYA PRASAD KOL,Communist Party of India,0.66%,"13,47",,
264,Sumitra Varun,Akhil Bharatiya Socialist Party,0.58%,"11,98",,
264,Kanhaiya Lal,Aam Aadmi Party,0.51%,"10,55",,
264,RAVITA DEVI,Jan Kalyan Party,0.5%,"10,24",,
264,RAJENDRA PRASAD,Independent,0.37%,"76,2",,
264,VIVEK KUMAR,Independent,0.36%,"73,1",,
265,Raj Mani,Bharatiya Janata Party,40.74%,"84,587",,
265,Ram Deo,Samajwadi Party,28.95%,"60,100",,
265,Rajbali Jaisal,Bahujan Samaj Party,12.71%,"26,383",,
265,Ramkripal,Indian National Congress,10.34%,"21,462",,
265,Arati Devi,Shiv Sena,1.49%,"30,90",,
265,NOTA,None of the Above,1.27%,"26,28",,
265,Harish Chandra,Aam Aadmi Party,0.85%,"17,66",,
265,Chiraunji Lal,Communist Party of India (Marxist),0.8%,"16,54",,
265,Ashok Dhuriya,Jan Adhikar Party,0.77%,"15,93",,
265,Santosh Kumar,Sanatan Sanskriti Raksha Dal,0.6%,"12,44",,
265,Siya Ram,Samyak Party,0.54%,"11,27",,
265,Dharmadas,Vikassheel Insaan Party,0.53%,"11,04",,
265,Akabal Bahadur,Rashtriya Samaj Dal (R),0.42%,"87,3",,
266,Sakendra Pratap,Bharatiya Janata Party,41.15%,"11,8720",,
266,Rakesh Kumar Verma,Samajwadi Party,41.07%,"11,8503",,
266,KUMARI MEETA GAUTAM,Bahujan Samaj Party,12.33%,"35,561",,
266,KUMAIL ASHARAF KHAN,All India Majlis-E-Ittehadul Muslimeen,2.96%,"85,41",,
266,SHRIMATI URMILA PATEL,Indian National Congress,0.97%,"28,03",,
266,NOTA,None of the Above,0.6%,"17,23",,
266,Neeraj Kumar Rawat,Aam Aadmi Party,0.31%,"88,9",,
266,MOHD. MAKSOOD ANSARI,Peace Party,0.23%,"67,1",,
266,DINESH CHANDRA SAINI,Pichhra Samaj Party,0.19%,"56,1",,
266,SANTOSH KUMAR,Independent,0.19%,"54,7",,
267,FAREED MAHFOOZ KIDWAI,Samajwadi Party,41.96%,"98,799",,
267,SHARAD KUMAR AWASTHI,Bharatiya Janata Party,41.85%,"98,538",,
267,RAM KISHOR,Bahujan Samaj Party,9.88%,"23,259",,
267,ARUN KUMAR,All India Majlis-E-Ittehadul Muslimeen,2.1%,"49,40",,
267,GYANESH SHUKLA,Indian National Congress,1.88%,"44,30",,
267,NOTA,None of the Above,0.77%,"18,22",,
267,NEERAJ SHARMA,Independent,0.45%,"10,54",,
267,DHARAMVEER SINGH,Aam Aadmi Party,0.29%,"69,4",,
267,RAM DAYAL,Independent,0.25%,"58,6",,
267,SUBHASH CHANDRA,Shiv Sena,0.24%,"55,5",,
267,VIRENDRA KUMAR PATEL,Aazad Samaj Party (Kanshi Ram),0.2%,"46,6",,
267,USHA DWIVEDI,"Bhartiya Drishtigochar Party,",0.14%,"31,8",,
268,Dharmraj Singh Yadav,Samajwadi Party,47.11%,"12,5500",,
268,Dr. Ramkumari Maurya,Bharatiya Janata Party,33.95%,"90,450",,
268,Dr. Vivek Singh Verma,Bahujan Samaj Party,15.96%,"42,506",,
268,Roohi Arshad,Indian National Congress,1.71%,"45,60",,
268,NOTA,None of the Above,0.57%,"15,26",,
268,Er. Pradeep Singh Verma,Aam Aadmi Party,0.28%,"75,7",,
268,Shyam G,Pichhra Samaj Party,0.24%,"64,4",,
268,Raj Parikshit Singh,Shiv Sena,0.17%,"45,3",,
269,Gaurav Kumar,Samajwadi Party,40.86%,"11,3558",,
269,Ambrish Rawat,Bharatiya Janata Party,39.79%,"11,0576",,
269,Tanuj Punia,Indian National Congress,10.32%,"28,689",,
269,Usha Singh,Bahujan Samaj Party,6.62%,"18,400",,
269,Akash Kumar Diwan,All India Majlis-E-Ittehadul Muslimeen,1.11%,"30,72",,
269,NOTA,None of the Above,0.63%,"17,61",,
269,Arvind Singh Rawat,Aazad Samaj Party (Kanshi Ram),0.4%,"11,21",,
269,Bhagirath,Aam Aadmi Party,0.26%,"73,1",,
270,Satish Chandra Sharma,Bharatiya Janata Party,46.87%,"12,8219",,
270,Arvind Kumar Singh Gope,Samajwadi Party,35.03%,"95,817",,
270,Jagprasad Rawat,Bahujan Samaj Party,10.37%,"28,361",,
270,Ritesh Kumar Singh,Independent,3.43%,"93,78",,
270,Mubashshir Ahmad,All India Majlis-E-Ittehadul Muslimeen,0.97%,"26,42",,
270,NOTA,None of the Above,0.86%,"23,63",,
270,Chitra Verma,Indian National Congress,0.84%,"23,01",,
270,Kunwar Mukesh Pratap Singh,Aam Aadmi Party,0.73%,"20,02",,
270,Gopi Chandra,Aazad Samaj Party (Kanshi Ram),0.34%,"91,9",,
270,Ram Ji Tiwari,Rashtrawadi Kisan Kranti Dal,0.31%,"83,6",,
270,Deepak Rajput,Sabka Dal United,0.26%,"71,9",,
271,Ram Chandra Yadav,Bharatiya Janata Party,42.95%,"94,031",,
271,Anand Sen,Samajwadi Party,24.4%,"53,415",,
271,Abbas Ali Zaidi Alias Rushdi,Bahujan Samaj Party,23.84%,"52,181",,
271,Mohammad Sher Afgan,All India Majlis-E-Ittehadul Muslimeen,4.55%,"99,61",,
271,Dayanand Shukla,Indian National Congress,1.49%,"32,70",,
271,NOTA,None of the Above,0.89%,"19,58",,
271,Kumud Kumari,"Rashtrawadi Party of India,",0.7%,"15,26",,
271,Raj Karan,Sabka Dal United,0.34%,"74,5",,
271,Kusum Kumar,Independent,0.3%,"65,7",,
271,Mo. Munsaf,Peace Party,0.28%,"61,3",,
271,Manoj Kumar Mishra,Aam Aadmi Party,0.26%,"56,3",,
272,Dinesh Rawat,Bharatiya Janata Party,50.9%,"11,7113",,
272,Ram Magan,Samajwadi Party,39.73%,"91,422",,
272,Shri Chandra,Bahujan Samaj Party,5.32%,"12,239",,
272,Nirmla Chaudhri,Indian National Congress,1.74%,"39,93",,
272,NOTA,None of the Above,1.08%,"24,83",,
272,Ramhet,Aazad Samaj Party (Kanshi Ram),0.62%,"14,32",,
272,Shivani,Aam Aadmi Party,0.32%,"74,2",,
272,Sanjay Gautam,Independent,0.29%,"67,0",,
273,AWADHESH PRASAD,Samajwadi Party,47.99%,"10,3905",,
273,Baba Gorakhnath,Bharatiya Janata Party,41.83%,"90,567",,
273,Mira Devi,Bahujan Samaj Party,6.66%,"14,427",,
273,BRIJESH KUMAR,Indian National Congress,1.46%,"31,66",,
273,NOTA,None of the Above,0.91%,"19,60",,
273,HASH BARDHAN,Aam Aadmi Party,0.41%,"88,9",,
273,RADHESHYAM,Moulik Adhikar Party,0.39%,"85,4",,
273,Shiv Murti,Independent,0.35%,"74,7",,
274,AMIT SINGH CHAUHAN,Bharatiya Janata Party,44.34%,"10,7268",,
274,FIROZ KHAN,Samajwadi Party,42.04%,"10,1708",,
274,SUNIL,Bahujan Samaj Party,8.84%,"21,385",,
274,AKHILESH YADAV,Indian National Congress,1.82%,"43,94",,
274,MADHU DWIVEDI,Communist Party of India,0.66%,"15,92",,
274,NOTA,None of the Above,0.57%,"13,82",,
274,HAJARI LAL,Rashtriya Bhagidari Party,0.47%,"11,44",,
274,DISHA PATEL,Apana Dal Balihari Party,0.31%,"75,7",,
274,JANG BAHADUR,Moulik Adhikar Party,0.28%,"67,7",,
274,BHUPENDRA PRATAP,Independent,0.26%,"62,1",,
274,SUNIL KUMAR,Aam Aadmi Party,0.26%,"61,8",,
274,RAJ KUMAR,Jan Adhikar Party,0.16%,"39,1",,
275,VED PRAKASH,Bharatiya Janata Party,49.04%,"11,3414",,
275,TEJ NARAYAN,Samajwadi Party,40.4%,"93,424",,
275,RAVI PRAKASH,Bahujan Samaj Party,7.66%,"17,706",,
275,REETA,Indian National Congress,0.87%,"20,11",,
275,NOTA,None of the Above,0.54%,"12,40",,
275,SURYAKANT PANDEY,Communist Party of India,0.43%,"99,5",,
275,RAJESH KUMAR,Jan Adhikar Party (Loktantrik),0.35%,"80,1",,
275,SANJAY SHARMA,Moulik Adhikar Party,0.29%,"67,3",,
275,SUBHAM SRIVASTAV,Aam Aadmi Party,0.21%,"49,0",,
275,RAMESH KUMAR CHAUBEY,Bhartiya Shakti Chetna Party,0.12%,"26,8",,
275,BRAJENDRA DUTT TRIPATHI,Adarshwaadi Congress Party,0.1%,"23,6",,
276,ABHAY SINGH,Samajwadi Party,43.87%,"10,5863",,
276,ARTI TIWARI,Bharatiya Janata Party,38.45%,"92,784",,
276,RAM SAGAR,Bahujan Samaj Party,15.45%,"37,271",,
276,NOTA,None of the Above,0.72%,"17,47",,
276,SHARADA DEVI,Indian National Congress,0.55%,"13,19",,
276,SARVESH KUMAR,Independent,0.27%,"66,2",,
276,BED PRAKASH,Vikassheel Insaan Party,0.26%,"62,1",,
276,SAVITA,Kisan Party (Loktantrik),0.23%,"56,1",,
276,ALOK DWIVEDI,Aam Aadmi Party,0.19%,"47,0",,
277,Lalji Verma,Samajwadi Party,37.78%,"93,524",,
277,Avadhesh Kumar,Nirbal Indian Shoshit Hamara Aam Dal,34.67%,"85,828",,
277,Prateek Pandey,Bahujan Samaj Party,23.62%,"58,482",,
277,Nishat Fatima,Indian National Congress,0.83%,"20,49",,
277,NOTA,None of the Above,0.6%,"14,92",,
277,Raghupati,Moulik Adhikar Party,0.56%,"13,89",,
277,Ashok Kumar Sen,Jan Adhikar Party,0.53%,"13,12",,
277,Omaveer,Bahujan Mukti Party,0.42%,"10,43",,
277,Rinka Gautam,Aazad Samaj Party (Kanshi Ram),0.39%,"97,7",,
277,Ram Baran Prajapati,Aam Aadmi Party,0.37%,"92,2",,
277,Ekalakh,Peace Party,0.22%,"54,2",,
278,Ram Murti Verma,Samajwadi Party,43.49%,"95,263",,
278,Kapil Deo,Bharatiya Janata Party,28.84%,"63,166",,
278,Shabana Khatoon,Bahujan Samaj Party,20.64%,"45,222",,
278,Irfan Ahmad,All India Majlis-E-Ittehadul Muslimeen,3.4%,"74,42",,
278,Merajuddhin,Indian National Congress,0.9%,"19,72",,
278,NOTA,None of the Above,0.55%,"12,11",,
278,Javed Ahmad Siddiqui,Bahujan Mukti Party,0.4%,"87,4",,
278,Rakesh Verma,Aam Aadmi Party,0.36%,"77,8",,
278,Mohd. Sagheer,Aazad Samaj Party (Kanshi Ram),0.35%,"76,8",,
278,Daya Ram,Vikassheel Insaan Party,0.34%,"75,3",,
278,Khurshed Ahmad,Independent,0.23%,"49,7",,
278,Mewalal Yadav,Moulik Adhikar Party,0.21%,"46,6",,
278,Shiv Poojan,Independent,0.18%,"38,7",,
278,Ram Saran,Voters Party International,0.11%,"25,1",,
279,Tribhuwan Dutt,Samajwadi Party,35.55%,"74,165",,
279,Triveniram,Bharatiya Janata Party,31.05%,"64,782",,
279,Keshradevi Gautam,Bahujan Samaj Party,25.43%,"53,061",,
279,Premlata,Vikassheel Insaan Party,3.25%,"67,78",,
279,Sattyambada,Indian National Congress,0.84%,"17,48",,
279,Ghanshyam,Jan Adhikar Party,0.81%,"16,95",,
279,NOTA,None of the Above,0.74%,"15,38",,
279,Nikhil Kumar,Aazad Samaj Party (Kanshi Ram),0.47%,"98,0",,
279,Ram Bachan,Independent,0.42%,"87,1",,
279,Ram Chet,Bahujan Mukti Party,0.34%,"70,6",,
279,Kheladi,Moulik Adhikar Party,0.31%,"65,1",,
279,Shailendra Kumar,Voters Party International,0.3%,"63,4",,
279,Nikesh,Aam Aadmi Party,0.26%,"54,4",,
279,R.C. Gond,Lok Dal,0.24%,"49,4",,
280,Rakesh Pandey,Samajwadi Party,36.18%,"93,668",,
280,Dr. Rajesh Singh,Bahujan Samaj Party,30.91%,"80,038",,
280,Subash Chandra rai,Bharatiya Janata Party,27.52%,"71,236",,
280,Nitesh Kumar,Vikassheel Insaan Party,0.93%,"24,10",,
280,Upendra Nath,Voters Party International,0.74%,"19,13",,
280,Dr. Ragini Pathak,Indian National Congress,0.67%,"17,31",,
280,Vinay Kumar Maurya,Jan Adhikar Party,0.63%,"16,27",,
280,NOTA,None of the Above,0.54%,"13,99",,
280,Ram Boojh Maurya,Moulik Adhikar Party,0.49%,"12,77",,
280,Raghvendra Mohan,Independent,0.49%,"12,62",,
280,Jay Singh Rana,Bahujan Mukti Party,0.44%,"11,39",,
280,Rajendra Kumar,Aam Aadmi Party,0.37%,"95,1",,
280,Ramesh Kumar Mishra,Janata Dal (United),0.1%,"24,6",,
281,RAM ACHAL RAJBHAR,Samajwadi Party,38.14%,"81,931",,
281,DHARMRAJ NISHAD,Bharatiya Janata Party,32.39%,"69,595",,
281,CHANDRA PRAKASH VERMA,Bahujan Samaj Party,24.85%,"53,398",,
281,PRIYANKA,Indian National Congress,1.27%,"27,35",,
281,NOTA,None of the Above,0.77%,"16,56",,
281,JITENDRA KUMAR,Bahujan Mukti Party,0.5%,"10,82",,
281,SURESH KUMAR,Moulik Adhikar Party,0.42%,"89,7",,
281,CHANDRESH,Aazad Samaj Party (Kanshi Ram),0.4%,"87,0",,
281,BHANU PRATAP,Independent,0.36%,"78,4",,
281,BRIJESH KUMAR,Independent,0.31%,"66,1",,
281,MOOL CHAND JAISWAL,Aam Aadmi Party,0.22%,"47,7",,
281,DURVIJAY PAL,Voters Party International,0.21%,"44,9",,
281,MANOJ KUMAR,Rashtriya Jan Sahyog Party,0.14%,"30,8",,
282,SAROJ SONKAR,Bharatiya Janata Party,46.78%,"10,0483",,
282,AKSHAYBAR NATH KANAUJIYA,Samajwadi Party,39.06%,"83,910",,
282,RAMCHANDRA,Bahujan Samaj Party,7.25%,"15,578",,
282,NOTA,None of the Above,1.25%,"26,89",,
282,KANTI,Aam Aadmi Party,1.23%,"26,50",,
282,Jitendra kumar,Jan Adhikar Party,1.16%,"24,91",,
282,Deepak,Vikassheel Insaan Party,1.04%,"22,42",,
282,KIRAN BHARTI,Indian National Congress,0.99%,"21,25",,
282,SHIV CHARAN,Independent,0.36%,"76,3",,
282,Rinku Sahani,Shiv Sena,0.32%,"69,1",,
282,Raj Sri,Independent,0.29%,"61,7",,
282,VIJAY,Independent,0.27%,"57,3",,
283,Ram Niwas Verma,Apna Dal (Soneylal),43.91%,"87,689",,
283,Madhuri Verma,Samajwadi Party,37.81%,"75,505",,
283,Hakikat Ali,Bahujan Samaj Party,8.99%,"17,949",,
283,Maulana Laik Ahmad Shah,All India Majlis-E-Ittehadul Muslimeen,1.99%,"39,65",,
283,NOTA,None of the Above,1.2%,"24,03",,
283,Kuleraj Yadav(Munshi ji),Communist Party of India,1.19%,"23,83",,
283,Dr.A.M. Siddiquie,Indian National Congress,1.08%,"21,54",,
283,Santosh Kumar,Independent,0.71%,"14,10",,
283,Faujdar,Vikassheel Insaan Party,0.61%,"12,11",,
283,Pradeep Kumar,Sabka Dal United,0.53%,"10,57",,
283,Ram Sharan,Independent,0.43%,"86,2",,
283,Brijesh Kumar,Independent,0.41%,"82,6",,
283,Pradeep,Independent,0.41%,"81,6",,
283,Amarjeet,Independent,0.4%,"79,8",,
283,Tanveer Afsar,Aam Aadmi Party,0.33%,"66,6",,
284,MARIYA,Samajwadi Party,48.15%,"10,2255",,
284,ARUN VEER SINGH,Bharatiya Janata Party,43.24%,"91,827",,
284,AQIB ULLA KHAN,Bahujan Samaj Party,4.2%,"89,18",,
284,ALI AKBAR,Indian National Congress,1.4%,"29,64",,
284,NOTA,None of the Above,1.3%,"27,59",,
284,KRIPA SHANKAR,Lok Dal,0.53%,"11,32",,
284,GAUHAR,Independent,0.36%,"75,6",,
284,RAHUL,Independent,0.32%,"66,9",,
284,SANTOSH KUMAR ARYA,Independent,0.28%,"59,1",,
284,LAL BAHADUR,Independent,0.24%,"50,1",,
285,SURESHWAR SINGH,Bharatiya Janata Party,54.58%,"11,7883",,
285,KRISHNA KUMAR OJHA,Samajwadi Party,34.82%,"75,199",,
285,DINESH KUMAR SHUKLA,Bahujan Samaj Party,4.93%,"10,651",,
285,DR. RAJESH TIWARI,Indian National Congress,2.24%,"48,30",,
285,DILEEP KUMAR,Sarvajan Hitay Party,1.52%,"32,82",,
285,NOTA,None of the Above,1.05%,"22,64",,
285,BUDHARAM,Aam Aadmi Party,0.36%,"77,2",,
285,GOPAL,Independent,0.27%,"57,8",,
285,LEKHRAJ,Sabka Dal United,0.24%,"51,9",,
286,ANUPMA JAISWAL,Bharatiya Janata Party,46.45%,"10,7628",,
286,YASAR SHAH,Samajwadi Party,44.69%,"10,3550",,
286,NAEEM,Bahujan Samaj Party,4.44%,"10,299",,
286,JAI PRAKASH MISHRA,Indian National Congress,1.41%,"32,75",,
286,RASHID JAMIL,All India Majlis-E-Ittehadul Muslimeen,0.97%,"22,40",,
286,NOTA,None of the Above,0.9%,"20,76",,
286,RAJAT CHAURASIYA,Aam Aadmi Party,0.49%,"11,32",,
286,DR. RAM DULARE MISHRA,Independent,0.26%,"60,1",,
286,RAJWANT SINGH,Shiv Sena,0.22%,"50,2",,
286,RAJEEV SINGH,Independent,0.17%,"40,5",,
287,Subhash Tripathi,Bharatiya Janata Party,47.77%,"11,0162",,
287,Mukesh Srivastava,Samajwadi Party,42.54%,"98,106",,
287,Geeta,Bahujan Samaj Party,4.87%,"11,232",,
287,Raise Ahmad,All India Majlis-E-Ittehadul Muslimeen,1.55%,"35,86",,
287,Rana Shivam Singh,Indian National Congress,1.28%,"29,57",,
287,NOTA,None of the Above,1.01%,"23,22",,
287,Ram Swaroop,Independent,0.62%,"14,37",,
287,CHHOTE LAL,Independent,0.35%,"81,1",,
288,ANAND KUMAR,Samajwadi Party,45.51%,"10,3135",,
288,GAURAV VERMA,Bharatiya Janata Party,42.11%,"95,424",,
288,BAQAULLAH,Bahujan Samaj Party,6.11%,"13,850",,
288,MO BILAL ANSARI,All India Majlis-E-Ittehadul Muslimeen,2.1%,"47,62",,
288,NOTA,None of the Above,1.09%,"24,65",,
288,GEETA DEVI,Indian National Congress,0.79%,"17,90",,
288,MOHMMAD ASLAM,SOCIAL DEMOCRATIC PARTY OF INDIA,0.44%,"98,8",,
288,LALLI RAM,Independent,0.43%,"96,8",,
288,VINOD KUMAR,Independent,0.35%,"79,5",,
288,MUNNI,Independent,0.23%,"53,2",,
288,BABU LAL,Independent,0.21%,"48,2",,
288,SRIKANT GUPTA,Rashtriya Bhagidari Party,0.2%,"44,3",,
288,MOHD. SALMAN,Aam Aadmi Party,0.16%,"37,0",,
288,HAJRATDEEN ANSARI,Jansatta Dal Loktantrik,0.15%,"33,6",,
288,HARISHCHANDRA VISHWAKARMA,Moulik Adhikar Party,0.12%,"27,7",,
289,Indrani Devi,Samajwadi Party,44.85%,"10,3661",,
289,Padam Sen Chaudhary,Bharatiya Janata Party,38.98%,"90,087",,
289,Alimuddin,Bahujan Samaj Party,9.32%,"21,547",,
289,Aasiya,All India Majlis-E-Ittehadul Muslimeen,1.76%,"40,73",,
289,NOTA,None of the Above,1.54%,"35,51",,
289,Gajala Chaudhary,Indian National Congress,1.35%,"31,31",,
289,Moti,Independent,0.52%,"11,98",,
289,Prabhakar Pandey,Bahujan Maha Party,0.32%,"73,2",,
289,Jhaloose,Independent,0.31%,"72,6",,
289,Sunil Kumar,Aam Aadmi Party,0.3%,"69,5",,
289,Ram Kishor,Vikassheel Insaan Party,0.27%,"61,5",,
289,Ram Rup,Samyak Party,0.24%,"56,5",,
289,Manoj Kumar Pathak,Lok Janshakti Party(Ram Vilas),0.23%,"52,3",,
290,Ram Feran,Bharatiya Janata Party,38.98%,"98,640",,
290,Mohhamad Aslam Rainee,Samajwadi Party,38.4%,"97,183",,
290,Neetu Mishra,Bahujan Samaj Party,16.21%,"41,026",,
290,Muhammad Ramjan,Indian National Congress,1.84%,"46,55",,
290,Ahtishamul Haque Khan,Peace Party,1.37%,"34,78",,
290,NOTA,None of the Above,1.26%,"31,98",,
290,Rajendra,Bharatiya Subhash Sena,0.39%,"98,2",,
290,Molhu Ram Rajbhar,Jan Adhikar Party,0.37%,"93,4",,
290,Dayaram Das,Rashtriya Jantantrik Bharat Vikas Party,0.33%,"84,4",,
290,Vijay Kumar,Independent,0.32%,"80,3",,
290,Rajan Singh,Samyak Party,0.29%,"73,3",,
290,Ratnesh,Aam Aadmi Party,0.24%,"60,1",,
291,KAILASH NATH,Bharatiya Janata Party,42.92%,"87,032",,
291,ZEBA RIZWAN,Independent,25.27%,"51,251",,
291,ABDUL MASHHOOD KHAN,Samajwadi Party,21.11%,"42,815",,
291,BHUWAN PRATAP SINGH,Bahujan Samaj Party,4%,"81,18",,
291,DIPENDRA SINGH DIPANKAR,Indian National Congress,2.06%,"41,71",,
291,NOTA,None of the Above,1.1%,"22,28",,
291,DHEERAJ KUMAR,Independent,0.65%,"13,27",,
291,ATMARAM,Bharatiya Subhash Sena,0.45%,"92,2",,
291,HIDAYTULLA,Aam Aadmi Party,0.38%,"76,1",,
291,MOTEEN,Independent,0.36%,"73,0",,
291,VIJAY PRATAP,Independent,0.35%,"70,0",,
291,MUJEEBURRAHMAN,Independent,0.31%,"62,6",,
